id;tytul;typ_wydarzenia_lista;link_do_obrazka_lista;sciezka_do_pobranego_obrazka;obiekty;ulice;miasta;data_rozpoczecia;data_zakonczenia;godzina_rozpoczecia;czy_stale;hashtagi;czy_na_zewnatrz
58594;Tysiąclecie Korony Polskiej;Spotkania i slajdowiska;http://media.krakow.travel/photos/72006/m.jpg;obrazy_wydarzen_karnet/58594.jpg;Collegium Novum UJ;ul. Gołębia 24;Kraków;2025-06-02;;16:00;;#spotkania #slajdowiska;1
57889;Królewna Śnieżka;Spektakle taneczne;http://media.krakow.travel/photos/71332/m.jpg;obrazy_wydarzen_karnet/57889.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-03;;18:00;;#spektakle #taneczne;0
57889;Królewna Śnieżka;Spektakle taneczne;http://media.krakow.travel/photos/71332/m.jpg;obrazy_wydarzen_karnet/57889.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-03;;18:00;;#spektakle #taneczne;1
971;Szalone nożyczki;Spektakle teatralne;http://media.krakow.travel/photos/54758/m.jpg;obrazy_wydarzen_karnet/971.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-03;;19:15;;#spektakle #teatralne;0
971;Szalone nożyczki;Spektakle teatralne;http://media.krakow.travel/photos/54758/m.jpg;obrazy_wydarzen_karnet/971.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-03;;19:15;;#spektakle #teatralne;0
59837;Kino Bambino. Wszystkie odcienie światła;Cykle filmowe;http://media.krakow.travel/photos/73296/m.jpg;obrazy_wydarzen_karnet/59837.jpg;Kinokawiarnia KIKA;ul. Krasickiego 18;Kraków;2025-06-03;;11:00;;#cykle #filmowe;0
54074;Billie Eilish w Tauron Arenie Kraków;Muzyka rozrywkowa;http://media.krakow.travel/photos/67107/m.jpg;obrazy_wydarzen_karnet/54074.jpg;TAURON Arena Kraków;ul. Lema 7;Kraków;2025-06-03;;18:00;;#muzyka #rozrywkowa;0
57889;Królewna Śnieżka;Spektakle taneczne;http://media.krakow.travel/photos/71332/m.jpg;obrazy_wydarzen_karnet/57889.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-03;;18:00;;#spektakle #taneczne;0
59708;Nytt Land w Gwarku;Muzyka rozrywkowa;http://media.krakow.travel/photos/73192/m.jpg;obrazy_wydarzen_karnet/59708.jpg;Gwarek;ul. Reymonta 17;Kraków;2025-06-03;;20:00;;#muzyka #rozrywkowa;1
59826;Wałęsa w Kolonos (online);Spektakle teatralne;http://media.krakow.travel/photos/48719/m.jpg;obrazy_wydarzen_karnet/59826.jpg;Teatr Łaźnia Nowa;os. Szkolne 25;Kraków;2025-06-03;;18:00;;#spektakle #teatralne;1
50406;Sztuka (Teatr Ludowy);Spektakle teatralne;http://media.krakow.travel/photos/63036/m.jpg;obrazy_wydarzen_karnet/50406.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-03;;19:00;;#spektakle #teatralne;0
59037;Me First and the Gimme Gimmes w Hype Parku;Muzyka rozrywkowa;http://media.krakow.travel/photos/72482/m.jpg;obrazy_wydarzen_karnet/59037.jpg;Hype Park / Kamienna12;ul. Kamienna 12;Kraków;2025-06-03;;19:30;;#muzyka #rozrywkowa;0
57234;Sługa dwóch panów;Spektakle teatralne;http://media.krakow.travel/photos/70671/m.jpg;obrazy_wydarzen_karnet/57234.jpg;Krakowski Teatr Scena STU;al. Krasińskiego 16;Kraków;2025-06-03;;19:00;;#spektakle #teatralne;0
59772;Ostatnia nadzieja;Spektakle teatralne;http://media.krakow.travel/photos/73279/m.jpg;obrazy_wydarzen_karnet/59772.jpg;Teatr Łaźnia Nowa;os. Szkolne 25;Kraków;2025-06-03;;19:00;;#spektakle #teatralne;1
59831;Watch Out! It's Koraly Dimitriadis! Spotkanie z autorką i Open Mic;Spotkania i wykłady literackie;http://media.krakow.travel/photos/73339/m.jpg;obrazy_wydarzen_karnet/59831.jpg;Café Szafé;ul. Felicjanek 10;Kraków;2025-06-03;;19:00;;#spotkania #wykłady #literackie;0
971;Szalone nożyczki;Spektakle teatralne;http://media.krakow.travel/photos/54758/m.jpg;obrazy_wydarzen_karnet/971.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-03;;19:15;;#spektakle #teatralne;0
59651;Jak zostałem prezesem;W gminach Metropolii;http://media.krakow.travel/photos/73133/m.jpg;obrazy_wydarzen_karnet/59651.jpg;Biblioteka Publiczna Gminy Michałowice;pl. Piłsudskiego 2;Michałowice;2025-06-03;2025-06-18;18:00;;#WGminach #Metropolii;0
32724;Miłość ci wszystko wybaczy;Muzyka rozrywkowa;http://media.krakow.travel/photos/40124/m.jpg;obrazy_wydarzen_karnet/32724.jpg;Cabaret;ul. Krakowska 5;Kraków;2025-06-04;;18:00;;#muzyka #rozrywkowa;1
46503;Teatr Ludowy: Calineczka;Spektakle teatralne;http://media.krakow.travel/photos/58773/m.jpg;obrazy_wydarzen_karnet/46503.jpg;Teatralny Instytut Młodych;os. Teatralne 23;Kraków;2025-06-04;;11:15;;#spektakle #teatralne;1
58542;Od nowa;Spektakle teatralne;http://media.krakow.travel/photos/72766/m.jpg;obrazy_wydarzen_karnet/58542.jpg;Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin);pl. Świętego Ducha 2;Kraków;2025-06-04;;19:00;;#spektakle #teatralne;0
58542;Od nowa;Spektakle teatralne;http://media.krakow.travel/photos/72766/m.jpg;obrazy_wydarzen_karnet/58542.jpg;Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin);pl. Świętego Ducha 2;Kraków;2025-06-04;;19:00;;#spektakle #teatralne;0
56351;Pyza na polskich dróżkach;Spektakle teatralne;http://media.krakow.travel/photos/65842/m.jpg;obrazy_wydarzen_karnet/56351.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-04;;09:00;;#spektakle #teatralne;0
56351;Pyza na polskich dróżkach;Spektakle teatralne;http://media.krakow.travel/photos/65842/m.jpg;obrazy_wydarzen_karnet/56351.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-04;;09:00;;#spektakle #teatralne;1
9207;... i zawsze przy mnie stój;Spektakle teatralne;http://media.krakow.travel/photos/10259/m.jpg;obrazy_wydarzen_karnet/9207.jpg;sztuka na wynos;ul. Starowiślna 55/6;Kraków;2025-06-04;;19:30;;#spektakle #teatralne;1
32724;Miłość ci wszystko wybaczy;Muzyka rozrywkowa;http://media.krakow.travel/photos/40124/m.jpg;obrazy_wydarzen_karnet/32724.jpg;Cabaret;ul. Krakowska 5;Kraków;2025-06-04;;18:00;;#muzyka #rozrywkowa;0
56351;Pyza na polskich dróżkach;Spektakle teatralne;http://media.krakow.travel/photos/65842/m.jpg;obrazy_wydarzen_karnet/56351.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-04;;09:00;;#spektakle #teatralne;1
46503;Teatr Ludowy: Calineczka;Spektakle teatralne;http://media.krakow.travel/photos/58773/m.jpg;obrazy_wydarzen_karnet/46503.jpg;Teatralny Instytut Młodych;os. Teatralne 23;Kraków;2025-06-04;;11:15;;#spektakle #teatralne;1
58542;Od nowa;Spektakle teatralne;http://media.krakow.travel/photos/72766/m.jpg;obrazy_wydarzen_karnet/58542.jpg;Teatr im. Juliusza Słowackiego – Scena Miniatura (Dom Machin);pl. Świętego Ducha 2;Kraków;2025-06-04;;19:00;;#spektakle #teatralne;1
49714;Bajki dla niegrzecznych;Spektakle teatralne;http://media.krakow.travel/photos/65144/m.jpg;obrazy_wydarzen_karnet/49714.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-04;;11:00;;#spektakle #teatralne;1
59839;Historie z plakatu;Wystawy czasowe;http://media.krakow.travel/photos/73347/m.jpg;obrazy_wydarzen_karnet/59839.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-06-04;2025-07-13;18:00;;#wystawy #czasowe;0
56351;Pyza na polskich dróżkach;Spektakle teatralne;http://media.krakow.travel/photos/65842/m.jpg;obrazy_wydarzen_karnet/56351.jpg;Teatr Ludowy;os. Teatralne 34;Kraków;2025-06-04;;09:00;;#spektakle #teatralne;1
59626;Kacper Ruciński: Zaznacz mosty;Kabaret;http://media.krakow.travel/photos/64268/m.jpg;obrazy_wydarzen_karnet/59626.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-06-04;;19:00;;#kabaret;1
32724;Miłość ci wszystko wybaczy;Muzyka rozrywkowa;http://media.krakow.travel/photos/40124/m.jpg;obrazy_wydarzen_karnet/32724.jpg;Cabaret;ul. Krakowska 5;Kraków;2025-06-04;;18:00;;#muzyka #rozrywkowa;0
59812;Blask Montparnasse’u. Sylwia Zientek w rozmowie z Delfiną Jałowik;Wykłady, spacery i warsztaty artystyczne;http://media.krakow.travel/photos/73317/m.jpg;obrazy_wydarzen_karnet/59812.jpg;Bunkier Sztuki;pl. Szczepański 3a;Kraków;2025-06-04;;17:30;;#wykłady #spacery #warsztaty #artystyczne;0
59839;Historie z plakatu;Wystawy czasowe;http://media.krakow.travel/photos/73347/m.jpg;obrazy_wydarzen_karnet/59839.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;2025-06-04;2025-07-13;18:00;;#wystawy #czasowe;0
59593;Capella Cracoviensis: 55. urodziny;Muzyka klasyczna;http://media.krakow.travel/photos/26406/m.jpg;obrazy_wydarzen_karnet/59593.jpg;Filharmonia Krakowska;ul. Zwierzyniecka 1;Kraków;2025-06-05;;19:00;;#muzyka #klasyczna;1
56531;RENT;Spektakle teatralne;http://media.krakow.travel/photos/69902/m.jpg;obrazy_wydarzen_karnet/56531.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-05;;19:00;;#spektakle #teatralne;0
57313;Piosenka francuska i cancan;Spektakle taneczne;http://media.krakow.travel/photos/70750/m.jpg;obrazy_wydarzen_karnet/57313.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-05;;20:00;;#spektakle #taneczne;0
56531;RENT;Spektakle teatralne;http://media.krakow.travel/photos/69902/m.jpg;obrazy_wydarzen_karnet/56531.jpg;Krakowski Teatr Variété;ul. Grzegórzecka 71;Kraków;2025-06-05;;19:00;;#spektakle #teatralne;0
53206;Nie pytaj. Ciechowski;Spektakle teatralne;http://media.krakow.travel/photos/66117/m.jpg;obrazy_wydarzen_karnet/53206.jpg;Teatr Nowy Proxima;ul. Krakowska 41;Kraków;2025-06-05;;19:15;;#spektakle #teatralne;0
59747;Monty Python i Święty Graal. Pokazy specjalne w Kinie KIKA;Pokazy filmowe;http://media.krakow.travel/photos/73240/m.jpg;obrazy_wydarzen_karnet/59747.jpg;Kinokawiarnia KIKA;ul. Krasickiego 18;Kraków;2025-06-05;;20:00;;#pokazy #filmowe;1
59723;Slam w Magazynie Kultury;Inne wydarzenia literackie;http://media.krakow.travel/photos/71326/m.jpg;obrazy_wydarzen_karnet/59723.jpg;Kolanko Nº 6;ul. Józefa 17;Kraków;2025-06-05;;20:00;;#inne #wydarzenia #literackie;0
59807;Sinfonietta Nova: Pianohooligan;Muzyka klasyczna;http://media.krakow.travel/photos/73313/m.jpg;obrazy_wydarzen_karnet/59807.jpg;Teatr Łaźnia Nowa;os. Szkolne 25;Kraków;2025-06-05;;19:30;;#muzyka #klasyczna;0
6265;Sarenki;Spektakle teatralne;http://media.krakow.travel/photos/22767/m.jpg;obrazy_wydarzen_karnet/6265.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-05;;19:00;;#spektakle #teatralne;0
57313;Piosenka francuska i cancan;Spektakle taneczne;http://media.krakow.travel/photos/70750/m.jpg;obrazy_wydarzen_karnet/57313.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-05;;20:00;;#spektakle #taneczne;1
59825;VW Beach Pro Tour Futures 2025;Wydarzenia sportowe;http://media.krakow.travel/photos/73333/m.jpg;obrazy_wydarzen_karnet/59825.jpg;Plac Jana Nowaka-Jeziorańskiego;;Kraków;2025-06-05;2025-06-08;;;#wydarzenia #sportowe;1
59830;Trust Me / Zaufaj mi. Pokazy specjalne w Agrafce i Kice;Pokazy filmowe;http://media.krakow.travel/photos/73338/m.jpg;obrazy_wydarzen_karnet/59830.jpg;Kino Agrafka;ul. Krowoderska 8;Kraków;2025-06-05;;18:30;;#pokazy #filmowe;1
6265;Sarenki;Spektakle teatralne;http://media.krakow.travel/photos/22767/m.jpg;obrazy_wydarzen_karnet/6265.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-05;;19:00;;#spektakle #teatralne;0
57313;Piosenka francuska i cancan;Spektakle taneczne;http://media.krakow.travel/photos/70750/m.jpg;obrazy_wydarzen_karnet/57313.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-05;;20:00;;#spektakle #taneczne;1
59747;Monty Python i Święty Graal. Pokazy specjalne w Kinie KIKA;Pokazy filmowe;http://media.krakow.travel/photos/73240/m.jpg;obrazy_wydarzen_karnet/59747.jpg;Kinokawiarnia KIKA;ul. Krasickiego 18;Kraków;2025-06-05;;20:00;;#pokazy #filmowe;1
57313;Piosenka francuska i cancan;Spektakle taneczne;http://media.krakow.travel/photos/70750/m.jpg;obrazy_wydarzen_karnet/57313.jpg;Teatr Cabaret w Krakowie;Krakowska 5;Kraków;2025-06-05;;20:00;;#spektakle #taneczne;0
20886;Kopciuszek;Spektakle teatralne;http://media.krakow.travel/photos/54601/m.jpg;obrazy_wydarzen_karnet/20886.jpg;Narodowy Stary Teatr – Scena Kameralna;ul. Starowiślna 21;Kraków;2025-06-05;;12:00;;#spektakle #teatralne;1
59815;Pułapka projektowania cyfrowego: zdrowie psychiczne w świecie online;Spotkania i slajdowiska;http://media.krakow.travel/photos/73323/m.jpg;obrazy_wydarzen_karnet/59815.jpg;Instytut Cervantesa w Krakowie;ul. Kanonicza 12;Kraków;2025-06-05;;12:00;;#spotkania #slajdowiska;1
59674;Reporter slam;Inne wydarzenia literackie;http://media.krakow.travel/photos/73161/m.jpg;obrazy_wydarzen_karnet/59674.jpg;Goethe-Institut Krakau;ul. Podgórska 34;Kraków;2025-06-05;;18:00;;#inne #wydarzenia #literackie;1
59577;Piękno soli;W gminach Metropolii;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59577.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;2025-06-06;2025-10-31;;;#WGminach #Metropolii;1
37596;Misery (Teatr Barakah);Spektakle teatralne;http://media.krakow.travel/photos/46794/m.jpg;obrazy_wydarzen_karnet/37596.jpg;Teatr Barakah;ul. Paulińska 28;Kraków;2025-06-06;;19:00;;#spektakle #teatralne;0
39279;Wujaszek Wania;Spektakle teatralne;http://media.krakow.travel/photos/49477/m.jpg;obrazy_wydarzen_karnet/39279.jpg;Teatr Ludowy – Scena Pod Ratuszem;Rynek Główny 1;Kraków;2025-06-06;;19:00;;#spektakle #teatralne;1
58878;Najdroższy;Spektakle teatralne;http://media.krakow.travel/photos/72307/m.jpg;obrazy_wydarzen_karnet/58878.jpg;Kino Kijów;al. Krasińskiego 34;Kraków;2025-06-06;;19:00;;#spektakle #teatralne;1
59774;Poza spojrzeniem;W gminach Metropolii;http://media.krakow.travel/photos/73282/m.jpg;obrazy_wydarzen_karnet/59774.jpg;Folwark Kultura w Owczarach;ul. Długa 72;Owczary;2025-06-06;2025-08-31;18:30;;#WGminach #Metropolii;1
44126;Pijacy (Teatr Bagatela);Spektakle teatralne;http://media.krakow.travel/photos/62290/m.jpg;obrazy_wydarzen_karnet/44126.jpg;Teatr Bagatela im. Tadeusza Boya-Żeleńskiego;ul. Karmelicka 6;Kraków;2025-06-06;;19:15;;#spektakle #teatralne;0
59577;Piękno soli;W gminach Metropolii;http://media.krakow.travel/photos/55829/m.jpg;obrazy_wydarzen_karnet/59577.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;2025-06-06;2025-10-31;;;#WGminach #Metropolii;0
59765;Bardzo Czarodziejska Góra, czyli impro literackie z Thomasem Mannem;Inne przedstawienia;http://media.krakow.travel/photos/73270/m.jpg;obrazy_wydarzen_karnet/59765.jpg;Goethe-Institut Krakau;ul. Podgórska 34;Kraków;2025-06-06;;19:00;;#inne #przedstawienia;1
43399;Piosenki odnowa. Kamila Klimczak;Inne przedstawienia;http://media.krakow.travel/photos/65143/m.jpg;obrazy_wydarzen_karnet/43399.jpg;Teatr Bagatela – Scena na Sarego 7;ul. Sarego 7;Kraków;2025-06-06;;19:15;;#inne #przedstawienia;1
59101;Has. Kroniki wyobraźni. Przegląd filmów Wojciecha Jerzego Hasa w Kinie Paradox;Festiwale i przeglądy filmowe;http://media.krakow.travel/photos/72542/m.jpg;obrazy_wydarzen_karnet/59101.jpg;Kino Paradox;ul. Krupnicza 38;Kraków;2025-06-06;;;;#festiwale #przeglądy #filmowe;1
59819;Nie odwracaj wzroku  Refleksje wokół pokazu „Olimpii” Katarzyny Kozyry;Wystawy czasowe;http://media.krakow.travel/photos/73326/m.jpg;obrazy_wydarzen_karnet/59819.jpg;MuFo Rakowicka;ul. Rakowicka 22a;Kraków;2025-06-06;;18:00;;#wystawy #czasowe;0
